concept,count,bucket
geometric gold trim,1,1-4
geometric inlay,1,1-4
geometric key pattern,1,1-4
geometric kimono patterns,1,1-4
geometric lace pattern,1,1-4
geometric lattice,1,1-4
geometric lattice background,1,1-4
geometric lattice pattern on background wall,1,1-4
geometric lattice screens,1,1-4
geometric light patterns,1,1-4
geometric mountain shapes,1,1-4
geometric pattern border,1,1-4
geometric pattern on border,1,1-4
geometric pattern on cap,1,1-4
geometric pattern on inner frame border,1,1-4
geometric pattern on kite,1,1-4
geometric pattern on vase,1,1-4
geometric patterned border,1,1-4
geometric patterned borders,1,1-4
geometric patterned silk border,1,1-4
geometric patterned trim,1,1-4
geometric patterns on arches,1,1-4
geometric patterns on drum,1,1-4
geometric patterns on horse tack,1,1-4
geometric patterns on robes,1,1-4
geometric patterns on ship,1,1-4
geometric patterns on tunic collars,1,1-4
geometric pearl patterns,1,1-4
geometric planes,1,1-4
geometric plate,1,1-4
geometric platforms,1,1-4
geometric railings,1,1-4
geometric relief patterns,1,1-4
geometric repetition,1,1-4
geometric robe pattern,1,1-4
geometric robe patterns,1,1-4
geometric rug stripes,1,1-4
geometric screen patterns,1,1-4
geometric sculpture,1,1-4
geometric shape,1,1-4
geometric shield pattern,1,1-4
geometric structure,1,1-4
geometric tent patterns,1,1-4
geometric text frames,1,1-4
geometric textile design,1,1-4
geometric textile pattern background,1,1-4
geometric tile pattern,1,1-4
geometric tiles,1,1-4
geometric tiling,1,1-4
geometric tree shapes,1,1-4
geometric vase decorations,1,1-4
geometric wall patterns,1,1-4
geometric window frames,1,1-4
geometric window screens,1,1-4
geometric wood paneling,1,1-4
geometric zig-zag pattern,1,1-4
german text,1,1-4
gestural painting,1,1-4
ghostly figure,1,1-4
ghostly silhouette,1,1-4
giant,1,1-4
giant carp,1,1-4
giant cat face,1,1-4
giant crawling man,1,1-4
giant crossbow,1,1-4
giant figure,1,1-4
giant fish,1,1-4
giant knight,1,1-4
giant rat,1,1-4
gift box,1,1-4
gilded acanthus leaf molding,1,1-4
gilded accents,1,1-4
gilded archway,1,1-4
gilded backgrounds,1,1-4
gilded bronze,1,1-4
gilded bronze statue,1,1-4
gilded caryatids,1,1-4
gilded ceremonial boats,1,1-4
gilded chariot sculpture,1,1-4
gilded color palette,1,1-4
gilded corner ornaments,1,1-4
gilded cornucopia,1,1-4
gilded decorations,1,1-4
gilded decorative friezes,1,1-4
gilded drapery,1,1-4
gilded finials,1,1-4
gilded floral relief,1,1-4
gilded frames,1,1-4
gilded furniture,1,1-4
gilded furniture details,1,1-4
gilded glass bowl,1,1-4
gilded gold frames,1,1-4
gilded halo,1,1-4
gilded highlights,1,1-4
gilded interior,1,1-4
gilded interior space,1,1-4
gilded mandorla,1,1-4
gilded molding,1,1-4
gilded paper,1,1-4
gilded relief work,1,1-4
gilded reliefs,1,1-4
gilded rosettes,1,1-4
gilded screen,1,1-4
gilded stand,1,1-4
gilded star patterns,1,1-4
gilded statue,1,1-4
gilded stucco figures,1,1-4
gilded stucco ornamentation,1,1-4
gilded table,1,1-4
gilded urn,1,1-4
gilded wood,1,1-4
gilded wood carving,1,1-4
gilt,1,1-4
gilt frame,1,1-4
gilt frames,1,1-4
ginger cat,1,1-4
girders,1,1-4
girdle,1,1-4
girl in dark clothing,1,1-4
glacier scene,1,1-4
glaciers,1,1-4
gladiolus,1,1-4
gladiolus flowers,1,1-4
glass carafe,1,1-4
glass cone,1,1-4
glass decanters,1,1-4
glass jar,1,1-4
glass of beer,1,1-4
glass panes,1,1-4
glass pitcher,1,1-4
glass sphere,1,1-4
glass window,1,1-4
glass with liquid,1,1-4
glass-paned door,1,1-4
globe underfoot,1,1-4
glossy objects,1,1-4
glossy texture,1,1-4
glowing aura,1,1-4
glowing background,1,1-4
glowing bulbs,1,1-4
glowing circle,1,1-4
glowing cloud,1,1-4
glowing cross,1,1-4
glowing doorway,1,1-4
glowing embers,1,1-4
glowing eyes,1,1-4
glowing lantern,1,1-4
glowing light,1,1-4
glowing light effect,1,1-4
glowing light effects,1,1-4
glowing light source,1,1-4
glowing lights,1,1-4
glowing pink and white sky,1,1-4
glowing rays,1,1-4
glowing red,1,1-4
glowing ring,1,1-4
glowing sun,1,1-4
glowing translucent figure,1,1-4
glowing vein,1,1-4
glowing white light,1,1-4
glowing yellow lights,1,1-4
gloxinia,1,1-4
gnarled branch,1,1-4
gnarled branches,1,1-4
gnarled pine trees,1,1-4
gnarled roots,1,1-4
gnarled tree branches,1,1-4
gnarled tree trunks,1,1-4
gnarled trunks,1,1-4
gnarled wood stool,1,1-4
go game,1,1-4
goggles,1,1-4
gold and blue leg guards,1,1-4
gold and brown patterned borders,1,1-4
gold and ochre,1,1-4
gold and orange tones,1,1-4
gold and silver accents,1,1-4
gold and yellow,1,1-4
gold armor details,1,1-4
gold belt,1,1-4
gold bowl,1,1-4
gold bracelets,1,1-4
gold brocade border,1,1-4
gold buttons,1,1-4
gold coin headpiece,1,1-4
gold dagger,1,1-4
gold detailing,1,1-4
gold dragon embroidery,1,1-4
gold drapery,1,1-4
gold earring,1,1-4
gold embroidery patterns,1,1-4
gold figures,1,1-4
gold figurine,1,1-4
gold flecked background,1,1-4
gold garments,1,1-4
gold gilding,1,1-4
gold ground setting,1,1-4
gold halo,1,1-4
gold headpiece,1,1-4
gold hoop earring,1,1-4
gold jewelry,1,1-4
gold leaf application,1,1-4
gold leaf decoration,1,1-4
gold leaf dusting,1,1-4
gold leaf flakes,1,1-4
gold leaf motifs,1,1-4
gold lettering,1,1-4
gold mosaic background,1,1-4
gold mountings,1,1-4
gold ornaments,1,1-4
gold outline,1,1-4
gold outlines,1,1-4
gold patterned border,1,1-4
gold patterned borders,1,1-4
gold patterns,1,1-4
gold pavilion,1,1-4
gold saddlecloth,1,1-4
gold silk borders,1,1-4
gold skin tones,1,1-4
gold speckled background,1,1-4
gold stars on dark background,1,1-4
gold vertical band,1,1-4
gold vessels,1,1-4
gold-edged book pages,1,1-4
gold-flecked margins,1,1-4
golden,1,1-4
golden arch,1,1-4
golden archway,1,1-4
golden background,1,1-4
golden birds,1,1-4
golden brown background,1,1-4
golden brown dress,1,1-4
golden brown reeds,1,1-4
golden brown shell,1,1-4
golden brown silk background,1,1-4
golden browns,1,1-4
golden casket,1,1-4
golden clouds,1,1-4
golden crown,1,1-4
golden domes,1,1-4
golden field,1,1-4
golden galley ship,1,1-4
golden hair,1,1-4
golden halo-like throne back,1,1-4
golden halos,1,1-4
golden highlights,1,1-4
golden kettle,1,1-4
golden light rays,1,1-4
golden ochre,1,1-4
golden pitcher,1,1-4
golden rays,1,1-4
golden rosettes,1,1-4
golden spheres,1,1-4
golden spire,1,1-4
golden sunlight highlights,1,1-4
golden tree,1,1-4
golden vessels,1,1-4
golden yellow flowers,1,1-4
golden yellow garments,1,1-4
golden yellow light,1,1-4
golden yellow sky,1,1-4
golden yellow sun,1,1-4
golden-brown field,1,1-4
golden-brown silk background,1,1-4
golden-brown slopes,1,1-4
goldfish,1,1-4
golf course,1,1-4
golf tournament,1,1-4
gondola prow,1,1-4
gongbi fine-line painting,1,1-4
gongbi line work,1,1-4
gongbi style outlines,1,1-4
gongshi,1,1-4
gopis,1,1-4
gothic arch frame,1,1-4
gothic arch framing,1,1-4
gothic arch motif,1,1-4
gothic architectural arches,1,1-4
gothic architectural elements,1,1-4
gothic architectural frame,1,1-4
gothic architecture details,1,1-4
gothic architecture framing,1,1-4
gothic archway,1,1-4
gothic calligraphy,1,1-4
gothic cathedral tower,1,1-4
gothic church,1,1-4
gothic church interior,1,1-4
gothic framing,1,1-4
gothic hall,1,1-4
gothic lettering,1,1-4
gothic miniature painting,1,1-4
gothic niche,1,1-4
gothic painting style,1,1-4
gothic revival,1,1-4
gothic revival mansion,1,1-4
gothic revival style,1,1-4
gothic script lettering,1,1-4
gothic sculpture style,1,1-4
gothic stone arches,1,1-4
gothic style drapery,1,1-4
gothic tower,1,1-4
gouache on cardboard,1,1-4
gouache or pastel medium,1,1-4
gouache or watercolor on paper,1,1-4
gourd-shaped seal stamp,1,1-4
gradated ink tones,1,1-4
gradated shading on curved surfaces,1,1-4
gradated sky,1,1-4
gradated washes,1,1-4
gradient background wash,1,1-4
gradient color scheme,1,1-4
gradient wash,1,1-4
gradient washes,1,1-4
graduated blue sky,1,1-4
graduated color wash,1,1-4
grain field,1,1-4
grand buildings,1,1-4
grand classical interior,1,1-4
grand columns,1,1-4
grand hotel building,1,1-4
grand portal,1,1-4
grand staircase,1,1-4
grandfather clock,1,1-4
grape,1,1-4
grape cluster,1,1-4
grape clusters,1,1-4
grape wreath,1,1-4
grapevine motifs,1,1-4
grapevines,1,1-4
graphic composition,1,1-4
graphic design elements,1,1-4
graphic landscape,1,1-4
graphic line art,1,1-4
graphic line drawing,1,1-4
graphic painting,1,1-4
graphic patterns,1,1-4
graphic printmaking,1,1-4
graphic realism,1,1-4
graphic symbols,1,1-4
graphic t-shirt design,1,1-4
graphite lines,1,1-4
grass blades,1,1-4
grass border,1,1-4
grass clumps,1,1-4
grass lawn,1,1-4
grass tufts,1,1-4
grasshoppers,1,1-4
grassland,1,1-4
grassy areas,1,1-4
grassy arena floor,1,1-4
grassy dune,1,1-4
grassy enclosure,1,1-4
grassy field with flowers,1,1-4
grassy landscape,1,1-4
grassy ledge,1,1-4
grassy mounds,1,1-4
grassy patch,1,1-4
grassy patches,1,1-4
grassy shoreline,1,1-4
grassy wetlands,1,1-4
grave markers,1,1-4
gravel ground,1,1-4
graves,1,1-4
gray hair,1,1-4
gray-green,1,1-4
grayish purple,1,1-4
grayish-brown,1,1-4
grayish-brown background,1,1-4
grazing sheep,1,1-4
greatcoat,1,1-4
greek alphabet inscriptions,1,1-4
greek inscriptions,1,1-4
greek key,1,1-4
green amphora vase,1,1-4
green and black patterns,1,1-4
green and brown foliage,1,1-4
green apples,1,1-4
green armchair,1,1-4
green awning,1,1-4
green blouse,1,1-4
green book,1,1-4
green boots,1,1-4
green border,1,1-4
green bottle,1,1-4
green bowl,1,1-4
green caftan,1,1-4
green car,1,1-4
green chair,1,1-4
green circle,1,1-4
green cloth,1,1-4
green coat,1,1-4
green collar,1,1-4
green crops,1,1-4
green curtain with gold fringe,1,1-4
green curtains,1,1-4
green curved shape,1,1-4
green cushion,1,1-4
green dome,1,1-4
green doors,1,1-4
green drapery,1,1-4
green dresses,1,1-4
green fabric,1,1-4
green female figure,1,1-4
green fruit,1,1-4
green gemstone,1,1-4
green glass jug,1,1-4
green grapes,1,1-4
green hairband,1,1-4
green halos,1,1-4
green headscarf,1,1-4
green high heels,1,1-4
green lace cravat,1,1-4
green landscape,1,1-4
green lines,1,1-4
green lovebirds,1,1-4
green mountains,1,1-4
green parrot,1,1-4
green patterned carpet,1,1-4
green pear,1,1-4
green pendant,1,1-4
green pine needles,1,1-4
green pitcher,1,1-4
green plant,1,1-4
green pumpkin,1,1-4
green sash,1,1-4
green seed pods,1,1-4
green shapes,1,1-4
green shawl,1,1-4
green shrub,1,1-4
green skirt,1,1-4
green sky,1,1-4
green sofa,1,1-4
green stems,1,1-4
green stripes,1,1-4
green table,1,1-4
green tie,1,1-4
green tunic,1,1-4
green tunics,1,1-4
green undergarment,1,1-4
green uniform jacket,1,1-4
green veil,1,1-4
green vines,1,1-4
green wall,1,1-4
green wooden stairs,1,1-4
greenhouse,1,1-4
greenhouse interior,1,1-4
greenhouse window frame,1,1-4
greenish-blue background,1,1-4
greenish-blue water,1,1-4
greenish-brown,1,1-4
greenish-brown water,1,1-4
greenish-yellow,1,1-4
greenish-yellow highlights,1,1-4
grey and brown rocks,1,1-4
grey and white plumage,1,1-4
grey beard,1,1-4
grey cloudy sky,1,1-4
grey crowned crane,1,1-4
grey flesh tones,1,1-4
grey ink tones,1,1-4
grey ink washes,1,1-4
grey jacket,1,1-4
grey lines,1,1-4
grey lines on white background,1,1-4
grey marble,1,1-4
grey robes,1,1-4
grey rocky landscape,1,1-4
grey roof tiles,1,1-4
grey stone tones,1,1-4
grey street,1,1-4
grey suit,1,1-4
grey tunic,1,1-4
grey waistcoat,1,1-4
grey water tones,1,1-4
grey-blue stripes,1,1-4
grey-brown buffaloes,1,1-4
grey-brown gradient,1,1-4
grey-brown ink,1,1-4
grey-green bird,1,1-4
grey-green water,1,1-4
grey-white sky,1,1-4
greyish blue background,1,1-4
greyish clouds,1,1-4
greyish greens,1,1-4
greyish purple,1,1-4
greyish tones,1,1-4
greyish-blue border,1,1-4
greyish-blue garment,1,1-4
greyish-purple,1,1-4
greyish-white,1,1-4
grid arrangement,1,1-4
grid paper,1,1-4
grid squares,1,1-4
grid-like dot placement,1,1-4
grid-like structure,1,1-4
grid-like texture,1,1-4
grille,1,1-4
grimacing man,1,1-4
grisaille painting,1,1-4
grocer woman,1,1-4
groin vaulting,1,1-4
grotesque figure,1,1-4
grotesque mask,1,1-4
ground foliage,1,1-4
ground line,1,1-4
ground plane,1,1-4
ground plants,1,1-4
ground vegetation,1,1-4
ground with straw,1,1-4
ground with white speckles,1,1-4
group of men,1,1-4
group of people,1,1-4
guardian figures,1,1-4
guardians,1,1-4
guards,1,1-4
guide lines,1,1-4
guinness bottles,1,1-4
guitar neck,1,1-4
guitar silhouette,1,1-4
gunbai fan,1,1-4
guqin instrument,1,1-4
guqin musical instrument,1,1-4
gusli,1,1-4
guzheng,1,1-4
habit,1,1-4
hair bow,1,1-4
hair bows,1,1-4
hair flower,1,1-4
hair ribbons,1,1-4
hair tied back,1,1-4
hair updo,1,1-4
hair updos,1,1-4
hairnet,1,1-4
half-human half-serpent figures,1,1-4
half-length figures,1,1-4
half-timbered cottage,1,1-4
half-timbered house,1,1-4
half-timbered houses,1,1-4
halftone dots,1,1-4
halo around head,1,1-4
halo outline,1,1-4
halo-like circular niches,1,1-4
halo-like circular shape,1,1-4
halo-like cloud formations,1,1-4
halo-like crown,1,1-4
halo-like eclipse,1,1-4
halo-like flame motif,1,1-4
halo-like glow,1,1-4
halo-like glow on icons,1,1-4
halo-like golden light in the sky,1,1-4
halo-like hat,1,1-4
halo-like head coverings,1,1-4
halo-like headpiece,1,1-4
halo-like headwear,1,1-4
halo-like light,1,1-4
halo-like light rays,1,1-4
halo-like soft light,1,1-4
halo-like yellow glow,1,1-4
haloed male figure,1,1-4
halos in the upper arch,1,1-4
hammer and sickle emblem,1,1-4
hand fans,1,1-4
hand holding a branch,1,1-4
hand holding a spherical object,1,1-4
hand holding a staff,1,1-4
hand holding an object,1,1-4
hand holding fabric,1,1-4
hand motifs,1,1-4
hand on hip,1,1-4
hand resting on chin,1,1-4
hand resting on head,1,1-4
hand resting on knee,1,1-4
hand-colored wash,1,1-4
hand-coloring,1,1-4
hand-drawn border,1,1-4
hand-scroll format,1,1-4
hand-shaped cloud,1,1-4
handcart,1,1-4
handgun,1,1-4
handheld mirrors,1,1-4
handheld scale,1,1-4
handler,1,1-4
hands clapping,1,1-4
hands from heaven,1,1-4
hands reaching up,1,1-4
handscroll style,1,1-4
handwritten calligraphy,1,1-4
handwritten dedication,1,1-4
handwritten latin text,1,1-4
handwritten notes,1,1-4
handwritten numbers,1,1-4
handwritten text at top right,1,1-4
handwritten text labels,1,1-4
handwritten text on label,1,1-4
hanging awnings,1,1-4
hanging bodies,1,1-4
hanging bonnet strings,1,1-4
hanging branch,1,1-4
hanging chandelier,1,1-4
hanging clothes,1,1-4
hanging cords,1,1-4
hanging cradle,1,1-4
hanging fish slices,1,1-4
hanging flowers,1,1-4
hanging game,1,1-4
hanging garlic,1,1-4
hanging hat with ribbon,1,1-4
hanging lantern,1,1-4
hanging meats,1,1-4
hanging object,1,1-4
hanging pan,1,1-4
hanging paper lanterns,1,1-4
hanging pot,1,1-4
hanging sign,1,1-4
hanging squash,1,1-4
hanging tassel ornament,1,1-4
hanging textile,1,1-4
hanging textiles,1,1-4
hanging wires,1,1-4
hanging yellow fruit,1,1-4
harbor buildings,1,1-4
harbor departure,1,1-4
harbor side,1,1-4
harborside market,1,1-4
hare,1,1-4
hares,1,1-4
harnesses,1,1-4
harvested field,1,1-4
harvesting,1,1-4
hashira-e format,1,1-4
hat with flowers,1,1-4
hat with green ribbon,1,1-4
hat with pom-pom,1,1-4
hatching and cross-hatching,1,1-4
hatching lines,1,1-4
hawk,1,1-4
hay bale,1,1-4
hay bundle,1,1-4
hay cart,1,1-4
hayfield,1,1-4
haymaking scene,1,1-4
hazard stripes,1,1-4
haze,1,1-4
hazy blue water,1,1-4
hazy brushwork,1,1-4
hazy gray,1,1-4
hazy grey background,1,1-4
hazy landscape,1,1-4
hazy purple-grey,1,1-4
hazy valley,1,1-4
hazy whites,1,1-4
hazy yellow sky,1,1-4
head and shoulders portrait,1,1-4
head of a woman looking up,1,1-4
head wound,1,1-4
head wrap,1,1-4
headband with flower ornament,1,1-4
headbands,1,1-4
headless body,1,1-4
heart beauty mark,1,1-4
heart motifs,1,1-4
heart patterns,1,1-4
heart pendant,1,1-4
heart-shaped locket,1,1-4
heavenly and earthly setting,1,1-4
heavenly apparition,1,1-4
heavenly ascension,1,1-4
heavenly assembly,1,1-4
heavenly clouds above,1,1-4
heavenly sky setting,1,1-4
heavy coat,1,1-4
heavy ink outlines,1,1-4
heavy linework,1,1-4
heavy paint application,1,1-4
heavy palette knife texture,1,1-4
heavy shading,1,1-4
heavy texture,1,1-4
hebrew letters,1,1-4
hebrew script,1,1-4
hebrew-like script,1,1-4
heeled shoe,1,1-4
heeled shoes with bows,1,1-4
helmet on the ground,1,1-4
helmet with plume,1,1-4
helmeted figures,1,1-4
hemispheres,1,1-4
hemp leaf pattern,1,1-4
hemp-fiber texture strokes,1,1-4
heraldic banner with fleur-de-lis,1,1-4
heraldic collar,1,1-4
heraldic crest on helmet,1,1-4
heraldic crosses,1,1-4
heraldic eagles,1,1-4
heraldic flag,1,1-4
heraldic lion,1,1-4
heraldic patterns,1,1-4
heraldic sign,1,1-4
heraldic stained glass,1,1-4
herbs,1,1-4
herders,1,1-4
herdsman,1,1-4
hermitage setting,1,1-4
heroic combat motif,1,1-4
heron motif,1,1-4
herringbone pattern,1,1-4
hexagon pattern,1,1-4
hexagonal composition,1,1-4
hexagonal frame,1,1-4
hexagonal platform,1,1-4
hierarchical composition,1,1-4
hieratic composition,1,1-4
hieroglyphic carvings,1,1-4
hieroglyphs,1,1-4
high altitude pass,1,1-4
high altitude ridge,1,1-4
high altitude settlement,1,1-4
high altitude terrain,1,1-4
high contrast foreground and background,1,1-4
high contrast shading,1,1-4
high detail,1,1-4
high distance composition,1,1-4
high distance perspective,1,1-4
high heel shoe,1,1-4
high heels,1,1-4
high relief carving,1,1-4
high relief sculpture,1,1-4
high vantage point,1,1-4
high wall,1,1-4
high walls,1,1-4
high-altitude fortress,1,1-4
high-altitude perspective,1,1-4
high-altitude settlement,1,1-4
high-altitude view,1,1-4
high-backed chairs,1,1-4
high-backed wooden chair,1,1-4
high-collared blouse,1,1-4
high-collared coat,1,1-4
high-collared garment,1,1-4
high-collared jacket,1,1-4
high-collared waistcoat,1,1-4
high-collared white shirt,1,1-4
high-contrast,1,1-4
high-contrast chiaroscuro,1,1-4
high-contrast color palette,1,1-4
high-contrast foreground,1,1-4
high-contrast foreground and background,1,1-4
high-contrast graphic style,1,1-4
high-contrast outlines,1,1-4
high-contrast photography,1,1-4
high-contrast reflections,1,1-4
high-density composition,1,1-4
high-heeled shoes,1,1-4
high-horizon composition,1,1-4
high-relief sculpture,1,1-4
highland setting,1,1-4
highland terrain,1,1-4
highly detailed brushwork,1,1-4
highly detailed drapery,1,1-4
highly detailed line work,1,1-4
highway at night,1,1-4
hill country landscape,1,1-4
hill silhouette,1,1-4
hills under a cloudy sky,1,1-4
hillside campsite,1,1-4
hillside estate,1,1-4
hillside farm,1,1-4
hillside gathering,1,1-4
hillside overlook,1,1-4
hillside overlooking a city,1,1-4
hilltop landscape,1,1-4
hilltop structures,1,1-4
hilly coastline,1,1-4
hilly landscape background,1,1-4
hilly town,1,1-4
himalayan landscape,1,1-4
himalayan setting,1,1-4
hint of orange horizon,1,1-4
hint of red,1,1-4
hints of blue sky,1,1-4
hints of orange,1,1-4
hints of pink and yellow,1,1-4
hints of purple,1,1-4
hints of red and orange,1,1-4
hints of red and yellow,1,1-4
hints of red ink,1,1-4
hints of red on tree leaves,1,1-4
hints of reddish-brown,1,1-4
hiragana characters,1,1-4
historiated initial,1,1-4
historic building,1,1-4
historic city scene,1,1-4
historic city square,1,1-4
historic city street,1,1-4
historic city waterway,1,1-4
historic gallery,1,1-4
historic interior,1,1-4
historic palace courtyard,1,1-4
historic settlement,1,1-4
